ProductKey,Target,Model,MAE,RMSE,R2
1254,TotalSalesQuantity,Prophet,24.07193352470389,32.418196316884554,-0.0473108436110423
1254,TotalSalesQuantity,LightGBM,21.982539971460675,32.32660131653584,-0.0414010195655301
1243,TotalSalesAmount,Prophet,4915.40902437371,6350.802229020709,-0.0224980630856042
1243,TotalSalesAmount,LightGBM,4445.594572125852,6349.215199292006,-0.0219870939169863
1243,TotalSalesQuantity,Prophet,27.414375231117624,35.19079528470366,-0.0210866755589642
1243,TotalSalesQuantity,LightGBM,24.07857253463999,34.35062667363185,0.0270875192535057
2095,TotalSalesAmount,Prophet,15046.392752077612,20535.942751009385,-0.1889728157396879
2095,TotalSalesAmount,LightGBM,15362.541266279552,20684.96774852353,-0.2062916772288012
2095,TotalSalesQuantity,Prophet,10.426246197501284,14.402640379534816,-0.1801337891728369
2095,TotalSalesQuantity,LightGBM,11.669407827592126,15.910681122032097,-0.4402057978096139
2105,TotalSalesAmount,Prophet,15257.266280189808,18763.818013098964,-0.2879575238925524
2105,TotalSalesAmount,LightGBM,12253.034301277296,15998.061673843298,0.0637456477459165
2105,TotalSalesQuantity,Prophet,10.73597817169344,13.383522191632874,-0.2423788450481456
2105,TotalSalesQuantity,LightGBM,9.09954830175295,11.67548675682638,0.054496388389276
2085,TotalSalesAmount,Prophet,12909.344558624589,16674.831226098428,-0.1194596506479039
2085,TotalSalesAmount,LightGBM,11660.04226470283,16394.19790798337,-0.0820962646286644
2085,TotalSalesQuantity,Prophet,9.299739463431123,11.856227747268845,-0.1366448892725944
2085,TotalSalesQuantity,LightGBM,8.005029722119554,11.06997706872803,0.0091106063398623
337,TotalSalesAmount,Prophet,4234.413419533759,5876.054736980234,-0.3075826244225936
337,TotalSalesAmount,LightGBM,4188.507422541613,5663.669854584215,-0.214767976871649
337,TotalSalesQuantity,Prophet,13.499985122372305,18.663896117998128,-0.3112561283584063
337,TotalSalesQuantity,LightGBM,12.92146117229984,17.36138811555046,-0.1346235818833117
1147,TotalSalesAmount,Prophet,8185.928514445757,10957.993387548868,-0.0641206672767409
1147,TotalSalesAmount,LightGBM,8008.136004368366,10821.07183085738,-0.0376941535371406
1147,TotalSalesQuantity,Prophet,13.099010915096176,17.73964258185606,-0.0800196271322968
1147,TotalSalesQuantity,LightGBM,11.972373158771546,16.36273053817237,0.0811312662842391
482,TotalSalesAmount,Prophet,1920.531190661812,2402.6583609159484,-0.1330092289510311
482,TotalSalesAmount,LightGBM,1774.9836419791643,2090.630007293594,0.1421649976900453
482,TotalSalesQuantity,Prophet,11.21099763787251,14.185981685470288,-0.1102564928387974
482,TotalSalesQuantity,LightGBM,10.522433548636249,12.180912351629951,0.181414272109941
1195,TotalSalesAmount,Prophet,7929.499835064426,10341.637757512184,0.0357124501868577
1195,TotalSalesAmount,LightGBM,8510.779888120778,10862.295364198071,-0.0638273031343359
1195,TotalSalesQuantity,Prophet,12.775235216618618,16.74398350593177,0.0360780486527296
1195,TotalSalesQuantity,LightGBM,13.845073074708292,17.63477628622617,-0.0692129365918821
1256,TotalSalesAmount,Prophet,532.4936845855058,773.0944470129934,-0.0704609261078914
1256,TotalSalesAmount,LightGBM,490.2059300441623,760.1054420603782,-0.0347927934486393
1256,TotalSalesQuantity,Prophet,27.908665385254835,40.88909554047533,-0.0761710812425913
1256,TotalSalesQuantity,LightGBM,25.13277275452297,39.229158984478914,0.0094319764384031
890,TotalSalesAmount,Prophet,1200.2926542871153,1500.839152170403,0.0064265904621241
890,TotalSalesAmount,LightGBM,1120.7037872025403,1405.6976266005345,0.1284034907742995
890,TotalSalesQuantity,Prophet,25.252356127294885,32.5293270876412,0.0078288736047147
890,TotalSalesQuantity,LightGBM,22.433537560201568,28.596456133871712,0.2332375136741301
1255,TotalSalesAmount,Prophet,444.537049522724,566.8933318571229,0.0569836767902268
1255,TotalSalesAmount,LightGBM,415.0917150836368,587.0510365611526,-0.0112725794112638
1255,TotalSalesQuantity,Prophet,23.1425158620176,29.906677911701465,0.0526929930157471
1255,TotalSalesQuantity,LightGBM,21.14432061201753,30.98048469370346,-0.0165548549576282
77,TotalSalesAmount,Prophet,877.5961963280286,1139.9351082518422,-0.0034098868267977
77,TotalSalesAmount,LightGBM,759.7264135827907,1209.7912778221114,-0.1301576136091844
77,TotalSalesQuantity,Prophet,24.245474109593257,31.427671827839465,-0.0068511019238592
77,TotalSalesQuantity,LightGBM,20.70876890065661,32.83955433411529,-0.0993483780094459
496,TotalSalesAmount,Prophet,2172.5117301785594,2777.295585037936,0.001477247778309
496,TotalSalesAmount,LightGBM,2037.9275446518816,2612.3925701821063,0.1165323787528135
496,TotalSalesQuantity,Prophet,13.118645587213395,16.831575581693325,-0.0010476988419998
496,TotalSalesQuantity,LightGBM,11.75838527295548,15.696756673056228,0.1293871349891658
535,TotalSalesAmount,Prophet,2158.5611954874203,2972.4665702330835,-0.1575402863418171
535,TotalSalesAmount,LightGBM,1809.0205386166024,2374.748915610541,0.2611818551375494
535,TotalSalesQuantity,Prophet,12.7523818518391,17.96998773556328,-0.1683810029351784
535,TotalSalesQuantity,LightGBM,10.6444831101814,14.214640451121276,0.2689271030152346
1443,TotalSalesAmount,Prophet,4965.409668367518,6509.347077545318,-0.101941653299924
1443,TotalSalesAmount,LightGBM,4882.013285068391,6903.95026641052,-0.2395928162570084
1443,TotalSalesQuantity,Prophet,8.912429946159746,11.613007182477586,-0.0974640360953933
1443,TotalSalesQuantity,LightGBM,8.629518849576586,12.09446287139651,-0.1903483636676133
2450,TotalSalesAmount,Prophet,446.96333040336606,647.3112691244582,-0.073760625066193
2450,TotalSalesAmount,LightGBM,383.8901816906119,627.4992007180072,-0.0090379320715192
2450,TotalSalesQuantity,Prophet,31.57350738126196,46.35678074004764,-0.0950382149283304
2450,TotalSalesQuantity,LightGBM,25.749342352484906,41.20643037948425,0.1347676940861477
889,TotalSalesAmount,Prophet,1199.2129756513273,1493.1576068258207,-0.0828606253543311
889,TotalSalesAmount,LightGBM,994.5151218869252,1266.7558972741797,0.2206238176101004
889,TotalSalesQuantity,Prophet,24.986491228951703,31.822886990782205,-0.0508974255091592
889,TotalSalesQuantity,LightGBM,20.389382546979604,26.28248717564671,0.2831734254013328
1216,TotalSalesAmount,Prophet,7440.03441093451,9341.279767001932,-0.0926311095476732
1216,TotalSalesAmount,LightGBM,6345.400581671893,9217.28586146963,-0.0638169769879231
1216,TotalSalesQuantity,Prophet,12.563800863518322,15.899685482460905,-0.0906046277908729
1216,TotalSalesQuantity,LightGBM,10.766270097405071,14.902697392557892,0.041879714592616
467,TotalSalesAmount,Prophet,2854.3101875305924,3718.481098872204,-0.0983184674967125
467,TotalSalesAmount,LightGBM,2384.6422596099733,3177.938040474796,0.19779016761005
467,TotalSalesQuantity,Prophet,21.678761331758807,28.11108145305872,-0.1039178298273957
467,TotalSalesQuantity,LightGBM,17.894164701622415,23.6621923627279,0.2178472040897625
510,TotalSalesAmount,Prophet,2011.606242786811,2808.8076680670792,-0.1484887025347843
510,TotalSalesAmount,LightGBM,2088.6667286246734,2835.2058167098944,-0.1701779376182659
510,TotalSalesQuantity,Prophet,11.819623918323584,16.598064016027855,-0.1653984316708798
510,TotalSalesQuantity,LightGBM,11.654308408739547,15.991984859851543,-0.081843147821814
76,TotalSalesAmount,Prophet,749.3708552361846,994.7093750797708,0.0123462501732521
76,TotalSalesAmount,LightGBM,632.3968317630398,978.3016474782668,0.0446602146701465
76,TotalSalesQuantity,Prophet,20.76139415332924,27.93848579382446,0.0191676362797905
76,TotalSalesQuantity,LightGBM,17.35806257320847,25.9212463272846,0.1556921705652456
2448,TotalSalesAmount,Prophet,401.6669635475615,493.7703725270621,-0.0207716893833593
2448,TotalSalesAmount,LightGBM,335.4193803296342,472.7385614436597,0.0643344923178822
2448,TotalSalesQuantity,Prophet,28.05884510769952,34.774932072301866,-0.0227468713068412
2448,TotalSalesQuantity,LightGBM,22.59665438126296,32.66313056875472,0.0976995106972944
468,TotalSalesAmount,Prophet,2039.9569089258785,2801.409294223493,-0.0827537715877664
468,TotalSalesAmount,LightGBM,1577.8890740888455,2533.0763565716497,0.1147353196384487
468,TotalSalesQuantity,Prophet,11.898776962874704,16.285502903955805,-0.0984167445953807
468,TotalSalesQuantity,LightGBM,9.145220919232104,14.191400811881625,0.1659053637763419
1409,TotalSalesAmount,Prophet,6173.76984712116,7364.727911154565,-0.1962982051648993
1409,TotalSalesAmount,LightGBM,4549.334857262157,6451.443713093583,0.0820059566464266
1409,TotalSalesQuantity,Prophet,11.14050160968934,13.334467858703256,-0.220558045800258
1409,TotalSalesQuantity,LightGBM,7.432383717125063,10.825450063265318,0.1955501369205697
336,TotalSalesAmount,Prophet,9972.457212048308,14808.275844818329,-0.1585894242483814
336,TotalSalesAmount,LightGBM,9542.832638715285,13950.995148719812,-0.0283263012228092
336,TotalSalesQuantity,Prophet,15.166596691020846,22.513608657789987,-0.1726867471201998
336,TotalSalesQuantity,LightGBM,14.115225463970452,20.84035344492468,-0.0048516547218271
2449,TotalSalesAmount,Prophet,435.120012488848,602.4498901875767,-0.0741113112906968
2449,TotalSalesAmount,LightGBM,385.4971293508126,604.482959839526,-0.0813730864250452
2449,TotalSalesQuantity,Prophet,30.472159294309463,42.88419424288696,-0.0766411711126326
2449,TotalSalesQuantity,LightGBM,27.7035353604078,45.53333543260885,-0.2137672180985534
887,TotalSalesAmount,Prophet,1290.5316270313513,1694.733500454767,-0.1624233673007757
887,TotalSalesAmount,LightGBM,972.339769941144,1508.486710048367,0.079032129170561
887,TotalSalesQuantity,Prophet,26.648330147414057,35.56334252132426,-0.1445350243555361
887,TotalSalesQuantity,LightGBM,19.873570167788465,32.14872739438677,0.0646987513119952
509,TotalSalesAmount,Prophet,4570.826448209104,6023.296383417751,-0.0424856831067157
509,TotalSalesAmount,LightGBM,3478.5747562059823,5857.712152542798,0.0140436569055744
509,TotalSalesQuantity,Prophet,33.74364940277918,44.91713234703871,-0.0329612403464472
509,TotalSalesQuantity,LightGBM,25.40943762969669,44.14209563808869,0.00237832319494
936,TotalSalesAmount,Prophet,1228.0468052717397,1625.3589789891432,-0.0906457668194267
936,TotalSalesAmount,LightGBM,1048.9245890066952,1535.752955290892,0.0262939959988128
936,TotalSalesQuantity,Prophet,16.426647420193888,21.78964593652865,-0.0925149873465152
936,TotalSalesQuantity,LightGBM,13.670558713002215,19.95502920545356,0.0837124363280713
935,TotalSalesAmount,Prophet,1105.074369466034,1804.990389072131,-0.1772990077418086
935,TotalSalesAmount,LightGBM,946.7587930322178,1640.758290365735,0.0271940794906742
935,TotalSalesQuantity,Prophet,14.439800975319947,24.183618317307744,-0.1763707665500962
935,TotalSalesQuantity,LightGBM,12.61574330065688,21.79974837544102,0.044117247911704
668,TotalSalesAmount,Prophet,2004.9913077893657,3668.272873247564,-0.1833076521690804
668,TotalSalesAmount,LightGBM,1818.3757473206203,2897.9221921017697,0.2615045125740751
668,TotalSalesQuantity,Prophet,14.723481552469469,27.4071497837604,-0.1745638596968013
668,TotalSalesQuantity,LightGBM,13.300060246044389,21.83489659853281,0.2544939597998523
15,TotalSalesAmount,Prophet,2001.4273556996764,2795.463386847712,-0.0708051137689349
15,TotalSalesAmount,LightGBM,1574.8812504190298,2539.540877367091,0.1162829481234472
15,TotalSalesQuantity,Prophet,27.48709570746532,38.88349567418811,-0.0669645915468521
15,TotalSalesQuantity,LightGBM,21.133106533588684,34.88183291424375,0.1413463926763207
376,TotalSalesAmount,Prophet,5442.08451963216,6805.231636782582,-0.0302513461296805
376,TotalSalesAmount,LightGBM,5301.226626641723,7002.384890366446,-0.0908105324932961
376,TotalSalesQuantity,Prophet,14.928239733318712,18.716454516765065,-0.0263366269437794
376,TotalSalesQuantity,LightGBM,14.330898664433224,19.07522760136714,-0.066061154323298
888,TotalSalesAmount,Prophet,1087.260601166893,1573.3505753085683,-0.0404534043648232
888,TotalSalesAmount,LightGBM,872.0972184655839,1455.4692069498285,0.1096153337281852
888,TotalSalesQuantity,Prophet,22.95400525920449,33.186055211953835,-0.0421173626969391
888,TotalSalesQuantity,LightGBM,18.0265716864448,29.809253704712585,0.1591712060796184
1218,TotalSalesAmount,Prophet,8371.715724858044,12361.430222422036,-0.0626237611753484
1218,TotalSalesAmount,LightGBM,7185.343834391087,10666.898333761896,0.2087414949757331
1218,TotalSalesQuantity,Prophet,13.870487652236308,20.85608547095288,-0.0522913004623948
1218,TotalSalesQuantity,LightGBM,11.594765109406575,17.351315171050288,0.2716582908444113
1253,TotalSalesAmount,Prophet,540.9904437081343,758.5229054831324,-0.0474698909405717
1253,TotalSalesAmount,LightGBM,517.1984343407565,805.2910020470539,-0.1806191991103509
1253,TotalSalesQuantity,Prophet,28.263042433511767,40.28350525735024,-0.0569806926324434
1253,TotalSalesQuantity,LightGBM,27.90225914792646,42.88701013575543,-0.1980200549731847
305,TotalSalesAmount,Prophet,4014.135484741625,4761.075706438657,-0.0017507726431384
305,TotalSalesAmount,LightGBM,3289.946593081845,4451.805510204736,0.1241658461417674
305,TotalSalesQuantity,Prophet,13.136271048402952,15.541924293335208,0.0072000658670676
305,TotalSalesQuantity,LightGBM,10.085551052988793,13.661166392188548,0.2329428481861778
849,TotalSalesAmount,Prophet,383.0342491446963,566.8537029316333,-0.0562322714067939
849,TotalSalesAmount,LightGBM,349.9615745801082,554.0816277368383,-0.0091714523822432
849,TotalSalesQuantity,Prophet,26.224588491670097,39.31100068348704,-0.0612760906874898
849,TotalSalesQuantity,LightGBM,23.67827547266406,37.31556971536257,0.0437304322389989
524,TotalSalesAmount,Prophet,2217.030814807884,3743.6781092995566,-0.1512430435238705
524,TotalSalesAmount,LightGBM,2123.1028998366824,3613.4322793473393,-0.0725310124644291
524,TotalSalesQuantity,Prophet,13.392044049207495,22.683547458611034,-0.1554561830219059
524,TotalSalesQuantity,LightGBM,12.184682912525869,21.37992811515832,-0.0264646875380347
1426,TotalSalesAmount,Prophet,6680.097677265984,8353.35240384596,-0.1333253571348915
1426,TotalSalesAmount,LightGBM,5922.163211592217,8463.138437521708,-0.1633111453524705
1426,TotalSalesQuantity,Prophet,11.724147679578005,14.666471009449182,-0.1266459868989042
1426,TotalSalesQuantity,LightGBM,10.186041387049938,14.457760083509832,-0.0948087131954269
2502,TotalSalesAmount,Prophet,4993.214789645058,6631.072702937838,-0.000532026463186
2502,TotalSalesAmount,LightGBM,4205.103437262516,6548.331845111215,0.0242809705860901
2502,TotalSalesQuantity,Prophet,519.1907785263061,700.6403722696726,-0.000350084882926
2502,TotalSalesQuantity,LightGBM,430.2745272714064,665.2886701120403,0.0980510630341746
495,TotalSalesAmount,Prophet,3016.2530210331074,3512.162679647985,-0.0541596795873979
495,TotalSalesAmount,LightGBM,2554.2803442524346,3262.973900009017,0.0901195089835089
495,TotalSalesQuantity,Prophet,22.475561909743803,26.19103349655675,-0.0414808970147337
495,TotalSalesQuantity,LightGBM,20.49630632884853,24.320510711743424,0.1019688163782693
306,TotalSalesAmount,Prophet,4146.054753254414,5767.734308205833,-0.0750840365288898
306,TotalSalesAmount,LightGBM,3886.2658066491695,5699.007608822471,-0.0496158837854889
306,TotalSalesQuantity,Prophet,11.730739178516044,16.19890380641279,-0.0574924709420221
306,TotalSalesQuantity,LightGBM,11.153102191345887,15.95508020847079,-0.0258976020031453
937,TotalSalesAmount,Prophet,1100.429850029679,1498.6288565918874,-0.2598071655137977
937,TotalSalesAmount,LightGBM,1008.8691035617989,1335.1541555320398,4.900672738072931e-05
937,TotalSalesQuantity,Prophet,14.629026168362609,20.08374715543057,-0.2624794964003663
937,TotalSalesQuantity,LightGBM,13.030257993711444,17.11425878923024,0.0832497590229237
726,TotalSalesAmount,Prophet,1405.5915675562326,2010.982140533968,-0.1408296058536189
726,TotalSalesAmount,LightGBM,1348.1048726483796,1876.5247242265648,0.0066256599864672
726,TotalSalesQuantity,Prophet,10.15095951869952,14.41534127014753,-0.1522083931426152
726,TotalSalesQuantity,LightGBM,9.306776862044575,13.218343258996264,0.0311975488467757
697,TotalSalesAmount,Prophet,1657.8943897610318,2534.7191117651328,-0.0938661242248417
697,TotalSalesAmount,LightGBM,1496.168006782313,2445.7033686295604,-0.0183851493451205
697,TotalSalesQuantity,Prophet,11.893315239847048,18.210407852956795,-0.0955103221934023
697,TotalSalesQuantity,LightGBM,10.348789782435926,17.38382217114123,0.0016848311877395
1183,TotalSalesAmount,Prophet,16372.861173744674,20594.31605099528,-0.1860427934272235
1183,TotalSalesAmount,LightGBM,13360.727141103058,19826.912406374937,-0.0992988866677511
1183,TotalSalesQuantity,Prophet,11.411021231709968,14.082629463224784,-0.1801181194224452
1183,TotalSalesQuantity,LightGBM,8.82982790293998,13.216095107448682,-0.03935589656744
14,TotalSalesAmount,Prophet,1670.4472846470553,2404.4585664153383,-0.0581169497724889
14,TotalSalesAmount,LightGBM,1406.6096505866656,2214.8525433971986,0.1021811661169848
14,TotalSalesQuantity,Prophet,22.427036587747686,32.65086668170313,-0.0606397155866635
14,TotalSalesQuantity,LightGBM,18.45221787867561,29.32624421365185,0.1443594630256848
1207,TotalSalesAmount,Prophet,15905.41563046962,20916.08447132999,-0.1412847606990181
1207,TotalSalesAmount,LightGBM,15331.678129320351,21588.484588325475,-0.2158431713700987
1207,TotalSalesQuantity,Prophet,11.194766017969096,14.592908048888956,-0.1700426655697988
1207,TotalSalesQuantity,LightGBM,10.704897350000993,15.173456145744083,-0.2649898309329264
934,TotalSalesAmount,Prophet,1015.7695998448816,1496.379900387293,-0.1943994774811488
934,TotalSalesAmount,LightGBM,856.649053001617,1273.51754497066,0.13488122423474
934,TotalSalesQuantity,Prophet,13.610607423555496,19.955153815722923,-0.1860825009714131
934,TotalSalesQuantity,LightGBM,10.911498040680296,16.4402488574931,0.1949524854446198
2504,TotalSalesAmount,Prophet,6382.230370257797,8390.80843124684,-0.0410991469019941
2504,TotalSalesAmount,LightGBM,5041.718815038107,7977.948816755781,0.0588323952535123
2504,TotalSalesQuantity,Prophet,651.0538334270839,886.1138477355674,-0.0269667105840878
2504,TotalSalesQuantity,LightGBM,509.6092554565968,840.361443318213,0.0763454891195346
12,TotalSalesAmount,Prophet,2281.0595837377527,2966.487245057725,-0.2074967075224729
12,TotalSalesAmount,LightGBM,1407.2860916625991,2405.2049974158485,0.2062108112740968
12,TotalSalesQuantity,Prophet,30.12868969973016,40.28621852322922,-0.1645168733208004
12,TotalSalesQuantity,LightGBM,18.394195655356302,33.5039078771854,0.1945775902090425
1234,TotalSalesAmount,Prophet,11451.319397179932,13875.512464682995,-0.1535705076753328
1234,TotalSalesAmount,LightGBM,8408.474575154118,11856.818599250402,0.1576696839300438
1234,TotalSalesQuantity,Prophet,13.959316779756945,17.097182056198847,-0.1243958618497595
1234,TotalSalesQuantity,LightGBM,10.204333256826002,14.310116195358145,0.2123079060866608
1697,TotalSalesAmount,Prophet,673.7171065056043,1035.750447083217,-0.0535739987589312
1697,TotalSalesAmount,LightGBM,599.8210498500293,987.275874536795,0.0427357626036699
1697,TotalSalesQuantity,Prophet,131.07444708026094,201.3615617697629,-0.0560336859250811
1697,TotalSalesQuantity,LightGBM,114.89255451304642,192.2188701770343,0.0376862963913247
13,TotalSalesAmount,Prophet,2075.612216521128,2480.334941586475,-0.0510874877190858
13,TotalSalesAmount,LightGBM,1615.9901251088645,2371.711475933452,0.0389590057027262
13,TotalSalesQuantity,Prophet,27.963913044171846,33.79510225341116,-0.0426358157912982
13,TotalSalesQuantity,LightGBM,21.173967463540915,31.99131565465305,0.0656936260077152
534,TotalSalesAmount,Prophet,3667.994850076786,4583.982617903282,-0.0517180076764931
534,TotalSalesAmount,LightGBM,3088.3933049948555,4902.453955076408,-0.2029302119980212
534,TotalSalesQuantity,Prophet,27.27401006648251,34.007158488319305,-0.0558352292002615
534,TotalSalesQuantity,LightGBM,22.237810759586605,35.8927255313091,-0.1761652222765144
871,TotalSalesAmount,Prophet,483.0327516659224,689.0228636061333,-0.0345044043927076
871,TotalSalesAmount,LightGBM,436.09876068209616,641.0174019713521,0.1046255096971933
871,TotalSalesQuantity,Prophet,24.426408145842483,35.350303443388974,-0.0374524043848616
871,TotalSalesQuantity,LightGBM,21.96574920910998,32.48419212253302,0.1239557768059324
523,TotalSalesAmount,Prophet,4856.823768472728,6367.666638408232,-0.0659770543350308
523,TotalSalesAmount,LightGBM,3734.045302125149,5740.175927990523,0.1337612158727403
523,TotalSalesQuantity,Prophet,36.40477120911143,48.950582452598,-0.0705445942207825
523,TotalSalesQuantity,LightGBM,28.939591698075866,42.97434470304169,0.1748981489656346
1204,TotalSalesAmount,Prophet,9737.051103642569,12205.973468254671,-0.017055479979632
1204,TotalSalesAmount,LightGBM,11510.984287566269,14601.966007698356,-0.4555343770885156
1204,TotalSalesQuantity,Prophet,6.199587711314602,7.972109771801637,0.0215112702299202
1204,TotalSalesQuantity,LightGBM,8.33421126999877,10.697932264077757,-0.7620124599408993
2503,TotalSalesAmount,Prophet,4823.02631784199,6215.030611888293,-0.0322752234920669
2503,TotalSalesAmount,LightGBM,3855.274124579426,5265.14448484992,0.2591512603010972
2503,TotalSalesQuantity,Prophet,495.97615573250806,648.698675897159,-0.0268115102589825
2503,TotalSalesQuantity,LightGBM,391.3950955266735,542.4665909423932,0.2819565944258853
1691,TotalSalesAmount,Prophet,635.7481924339085,923.6119002833756,-0.0597132940509181
1691,TotalSalesAmount,LightGBM,562.8844985126917,831.3740686207232,0.1413774477913008
1691,TotalSalesQuantity,Prophet,123.80312184029928,181.53342964398263,-0.0701946867413871
1691,TotalSalesQuantity,LightGBM,104.1574109213472,153.715423373846,0.232665974658628
1230,TotalSalesAmount,Prophet,15541.532018412385,21650.27112071193,-0.39812602530428
1230,TotalSalesAmount,LightGBM,11346.358511912487,17430.98794013392,0.093717391067586
1230,TotalSalesQuantity,Prophet,10.72002741414255,14.907143420052565,-0.4167204693916411
1230,TotalSalesQuantity,LightGBM,8.018629963603411,12.182954580812677,0.0537616196078446
399,TotalSalesAmount,Prophet,10795.754602635549,14970.24234795454,-0.0774696697361934
399,TotalSalesAmount,LightGBM,10041.547894641944,13610.67667627118,0.1093505039793012
399,TotalSalesQuantity,Prophet,19.037571604807315,26.703547559855203,-0.0671558270547219
399,TotalSalesQuantity,LightGBM,16.918404726722862,23.2857767306586,0.1885320416121566
1945,TotalSalesAmount,Prophet,34199.16432318611,44650.83889604436,-0.1444285818772286
1945,TotalSalesAmount,LightGBM,28031.265434145545,39827.98470068975,0.089445147021548
1945,TotalSalesQuantity,Prophet,11.217439900554032,14.702094438194097,-0.1492473724502576
1945,TotalSalesQuantity,LightGBM,9.463106653301796,13.06738624282971,0.0921114071713981
79,TotalSalesAmount,Prophet,1115.8522174300308,1686.555990111309,-0.0584564573852754
79,TotalSalesAmount,LightGBM,968.7232180223726,1648.1883682425944,-0.010846378869965
79,TotalSalesQuantity,Prophet,29.128899487973577,44.31942060843311,-0.0634588073865671
79,TotalSalesQuantity,LightGBM,24.801129276165245,42.92413269513961,0.0024479130815482
1513,TotalSalesAmount,Prophet,2968.678563699892,3761.8087344165874,-0.0573140264013842
1513,TotalSalesAmount,LightGBM,2707.510178170296,3453.1417194180635,0.1090786271773359
1513,TotalSalesQuantity,Prophet,11.551707797721626,14.687219620890485,-0.0489042961743126
1513,TotalSalesQuantity,LightGBM,9.925493918508565,12.866755551995675,0.1950020276356383
1241,TotalSalesAmount,Prophet,12018.244957805588,15843.57502527434,-0.0850139322296144
1241,TotalSalesAmount,LightGBM,9383.555441260149,12664.119720052728,0.306767427771226
1241,TotalSalesQuantity,Prophet,14.948001519834907,19.80751203674343,-0.0863632323000678
1241,TotalSalesQuantity,LightGBM,11.418386076583127,15.650700075485188,0.3217610306418171
1180,TotalSalesAmount,Prophet,15853.617861639868,22591.90938355086,-0.1629293255422694
1180,TotalSalesAmount,LightGBM,15321.73393229786,23399.64315270328,-0.2475728537144763
1180,TotalSalesQuantity,Prophet,10.366877342006026,14.770961293152869,-0.1757295700244119
1180,TotalSalesQuantity,LightGBM,9.722609146069964,14.64232409415963,-0.1553403772241841
80,TotalSalesAmount,Prophet,1076.81044469806,1526.94333292002,-0.0229682708943246
80,TotalSalesAmount,LightGBM,974.230568386041,1494.7236005632358,0.019747165142711
80,TotalSalesQuantity,Prophet,28.413785971084053,40.95112479445165,-0.0266814251550489
80,TotalSalesQuantity,LightGBM,26.632463320719346,42.36561624833439,-0.0988314752342509
1206,TotalSalesAmount,Prophet,18492.53872071111,24246.329996971275,-0.0722997435971224
1206,TotalSalesAmount,LightGBM,16364.16672890691,25103.35433966833,-0.1494436657513385
1206,TotalSalesQuantity,Prophet,12.283643434029434,16.036363414243066,-0.0922984631971834
1206,TotalSalesQuantity,LightGBM,10.815743321165986,16.53698320475774,-0.1615612462930196
870,TotalSalesAmount,Prophet,586.5039885509018,769.2942056845147,-0.0390059566352913
870,TotalSalesAmount,LightGBM,524.690840403203,758.4871904862209,-0.0100191686362074
870,TotalSalesQuantity,Prophet,29.062742798609225,37.90725746758197,-0.036638525701794
870,TotalSalesQuantity,LightGBM,25.22718043818405,36.90951694838279,0.0172131479301794
1685,TotalSalesAmount,Prophet,495.17886150272784,690.8836081599247,-0.1369516318220696
1685,TotalSalesAmount,LightGBM,470.61665375339993,678.6323486194304,-0.0969866105061745
1685,TotalSalesQuantity,Prophet,96.6984793048814,137.0012161827441,-0.1429778549559062
1685,TotalSalesQuantity,LightGBM,90.7068509569997,131.01120533559046,-0.045215534202686
239,TotalSalesAmount,Prophet,7886.615105367774,12259.917929570973,-0.1210456744660921
239,TotalSalesAmount,LightGBM,6666.374905957684,10399.098956075884,0.193434571215464
239,TotalSalesQuantity,Prophet,14.44757925549045,23.008163664906828,-0.1174603499178763
239,TotalSalesQuantity,LightGBM,12.323560250919943,19.41551435565173,0.2042694957299567
1503,TotalSalesAmount,Prophet,3566.620919349651,5025.63023738567,-0.0726275041154131
1503,TotalSalesAmount,LightGBM,3137.44971497287,4509.020015824961,0.1365599462187865
1503,TotalSalesQuantity,Prophet,14.079702386072606,20.09551024327172,-0.0537181144043332
1503,TotalSalesQuantity,LightGBM,12.030107674639382,18.1614176979398,0.1393514044964499
1181,TotalSalesAmount,Prophet,14626.315054026463,21869.57674800065,-0.1857122117837666
1181,TotalSalesAmount,LightGBM,15080.727862997235,21889.037549109547,-0.1878233798671282
1181,TotalSalesQuantity,Prophet,9.620030038453557,14.442368572034605,-0.179140027721939
1181,TotalSalesQuantity,LightGBM,10.058149596187135,14.714946909461826,-0.2240690955846089
82,TotalSalesAmount,Prophet,968.8625348629024,1315.1959087928851,-0.0174700358068018
82,TotalSalesAmount,LightGBM,930.7954814356822,1341.1450411053522,-0.0580159771379347
82,TotalSalesQuantity,Prophet,25.122453759230424,33.90163042788338,-0.0192202291581931
82,TotalSalesQuantity,LightGBM,24.02557828323233,34.85849810155338,-0.0775668121487118
223,TotalSalesAmount,Prophet,7201.959647536103,8737.469894883778,-0.2496689653878627
223,TotalSalesAmount,LightGBM,6263.416180122081,7638.96620784296,0.0448033788922885
223,TotalSalesQuantity,Prophet,13.164042883780596,16.07366818432284,-0.2456919168060056
223,TotalSalesQuantity,LightGBM,11.094687780000903,13.384041367074138,0.1363153732953116
1483,TotalSalesAmount,Prophet,3712.636515388641,5448.943621722811,-0.0795319973011103
1483,TotalSalesAmount,LightGBM,3470.033848383132,5160.65614042133,0.0316759117456452
1483,TotalSalesQuantity,Prophet,14.428094853251464,21.38001914494089,-0.0764732272220796
1483,TotalSalesQuantity,LightGBM,13.241290802134078,19.75043288589348,0.0813707044209129
1159,TotalSalesAmount,Prophet,13560.262727739631,17004.36265026141,0.0088744959161307
1159,TotalSalesAmount,LightGBM,13589.62348231308,19029.43842838347,-0.2412517647169683
